"full_text","id_str","created_at","username","user_id_str","lang","location","quote_count","reply_count","retweet_count","favorite_count","tweet_url","mentions","mention_count","source","target"
" Yang menarik dari temuan riset ini adalah ternyata Nahdlatul Ulama sangat java-centric dari 79 04 juta jiwa yang mengaku berafiliasi dengan NU tersebut 79 8% nya adalah penduduk yang tinggal di Pulau Jawa dan dari 57 33 juta jiwa yang mengaku menjadi aggota NU 86 4% nya https://t.co/LSHdZksHYO","1.80E+48","2024-06-16 07:54:07+00:00","helmi_stbd","1.14e+32","in","Bagelen, Indonesia","0","0","2","3","https://x.com/helmi_stbd/status/1802248275598471308","","0","helmi_stbd",""
"mulai merasa wahabi dengan ajaran ikonoklastiknya lebih baik dari nahdlatul ulama~","1.80E+48","2024-06-16 08:04:41+00:00","derschwebende","1.24e+32","in","Selong, Indonesia","0","0","0","0","https://x.com/derschwebende/status/1802250933872857252","","0","derschwebende",""
"terutama di wilayah tapal kuda. kabarnya mereka memang fanatik sekali dengan nahdlatul ulama.","1.80E+48","2024-06-16 08:16:34+00:00","derschwebende","1.24e+32","in","Selong, Indonesia","0","0","0","0","https://x.com/derschwebende/status/1802253924910674379","","0","derschwebende",""
"Sore ini Haul Kiai Thohir Singosari ulama besar mursyid thariqah Kholidiyah pengasuh #PondokBungkuk. Kiai Yahya #PondokGading @gadingpesantren pernah nyantri sebelum mondok ke Jampes. Putra Mbah Thohir KH Nahrowi Thohir salah satu pendiri @nahdlatululama. Lahul Fatehah. https://t.co/R5urbTxbAc","1.80E+48","2024-06-16 08:34:34+00:00","hakimjayli","50968320.0","in","Kota Surabaya, Jawa Timur","0","0","0","1","https://x.com/hakimjayli/status/1802258456289915119","gadingpesantren,nahdlatululama","2","hakimjayli","gadingpesantren"
"Kangen @nahdlatululama yang ini.. https://t.co/jX4x1iPij1","1.80E+48","2024-06-16 08:50:03+00:00","indonesans","1.34e+32","in","","0","1","12","47","https://x.com/indonesans/status/1802262348704743723","nahdlatululama","1","indonesans","nahdlatululama"
"@leemood1 @abdoelafif Sebutkan dan jelaskan perbedaan antara logo NU dan PBNU kecuali pada tulisan Pengurus Besar Nahdlatul Ulama https://t.co/SBgJyRwpx9","1.80E+48","2024-06-16 08:51:03+00:00","rekombukubybayu","1.62e+32","in","","0","2","0","4","https://x.com/rekombukubybayu/status/1802262604070674435","leemood1,abdoelafif","2","rekombukubybayu","leemood1"
"Gw gak setuju kalo NU ambil tambang. Tapi plis jangan sandarkan lafadz nahdlatul 'ulama dengan bentuk2 seperti itu.","1.80E+48","2024-06-16 11:26:24+00:00","BukuHarianGodot","1.55E+47","in","","0","0","0","0","https://x.com/BukuHarianGodot/status/1802301697412514013","","0","BukuHarianGodot",""
"UN DAN NU UN = Ulama Nambang. NU = Nambang Ulama. Terus ada plesetan singkatan PBNU. Bukannya Pengurus Besar Nahdlatul Ulama tapi Perusahaan Batu Bara Nahdlatul Ulama. Dan ada logo NU diplesetkan. Ada traktor ditengah bola dunia.","1.80E+48","2024-06-16 12:54:21+00:00","Alamalika","226497196.0","in","Pusat Kesadaran","0","0","6","4","https://x.com/Alamalika/status/1802323831773888709","","0","Alamalika",""
"Kami sertakan juga bacaan niat untuk melaksanakan Shalat Idul Adha. Dalam jeda tiap takbir-takbir kita juga dianjurkan untuk membaca kalimat thoyyibah yang berisi doa dan sanjungan kita kepada Allah SWT. #SholatId #IdulAdha #NahdlatulUlama https://t.co/1zooGAl82A","1.80E+48","2024-06-16 13:18:32+00:00","NUCreativeMedia","8.22e+30","in","","0","1","0","3","https://x.com/NUCreativeMedia/status/1802329917973049616","","0","NUCreativeMedia",""
"ormas fasis @nu_online mulai banyak yang mengkritik terang2 an dimulai dari agenda toa bising dan intoleran mereka sampai keserakahan akan kekuasaan dan harta. stop #syariah","1.80E+31","2024-06-16 13:47:39+00:00","arc_stray","86470656.0","in","","0","0","3","6","https://x.com/arc_stray/status/1802337243975090259","nu_online","1","arc_stray","nu_online"
"Berikut Daftar nama para Pendiri Nahdlatul Ulama yang ada di Manuskrip catatan sejarah Berdirinya NU 1926. #LuruskanSejarahNU #GenerasiMudaNU https://t.co/KQXJvAZHwb","1.80E+48","2024-06-16 14:35:10+00:00","Mujahid26024417","1.31e+32","in","","0","0","0","0","https://x.com/Mujahid26024417/status/1802349201785082054","","0","Mujahid26024417",""
"Berikut Daftar nama para Pendiri Nahdlatul Ulama yang ada di Manuskrip catatan sejarah Berdirinya NU 1926. #LuruskanSejarahNU #GenerasiMudaNU https://t.co/p25oVwjecU","1.80E+48","2024-06-16 14:35:36+00:00","gmnu_ntt060920","1.74e+32","in","","0","0","0","0","https://x.com/gmnu_ntt060920/status/1802349311260577995","","0","gmnu_ntt060920",""
"Salah satu kesunnahan dalam Hari Raya Idul Adha adalah berjalan kaki ketika berangkat ke masjid begitupun sebaliknya ketika pulang dari masjid. Jangan lupa diamalkan esok hari ya! #nahdlatululama #iduladha https://t.co/Y6UtF4mZ9R","1.80E+48","2024-06-16 15:58:15+00:00","NUCreativeMedia","8.22e+30","in","","0","2","1","7","https://x.com/NUCreativeMedia/status/1802370112177262833","","0","NUCreativeMedia",""
"dear @nahdiyinbersatu LOGO itu tak butuh di BELA Tanpa gambar beko saja logo @PBNU_164 sudah ada lingkaran tambang jd sebenarnya... apkh KH.Hasyim Asy'ari dr dulu mendirikan NU dgn mengincar tambang utk menguasai endonesiah....? se kere itukah ormas NU... CC. @gusmusgusmu https://t.co/SMnJy9ORxO","1.80E+31","2024-06-16 16:53:12+00:00","RinduBae_Wish","1.60E+31","in","","0","0","0","0","https://x.com/RinduBae_Wish/status/1802383940805902829","nahdiyinbersatu,PBNU_164,gusmusgusmu","3","RinduBae_Wish","nahdiyinbersatu"
"pemerintah Indonesia dan Nahdlatul Ulama menentukan awal bulan hijriah berdasarkan pengamatan dengan kriteria MABIMS (kesepakatan Menteri-menteri Agama Brunei Darussalam Indonesia Malaysia dan Singapura). #Haji2024 https://t.co/dR8onXLNqA","1.80E+48","2024-06-16 22:46:39+00:00","Matahariku____","1.58e+32","in","Indonesia","0","1","18","22","https://x.com/Matahariku____/status/1802472888953622932","","0","Matahariku____",""
"Dewan Pimpinan Daerah (DPD) Partai Golkar Jawa Timur menyerahkan masing-masing satu sapi kepada Pengurus Wilayah Nahdlatul Ulama (PWNU) dan Muhammadiyah (PWM) Jawa Timur untuk Hari Raya Idul Adha 1445 Hijriah. https://t.co/dOLTF8UayF","1.80E+48","2024-06-16 23:15:24+00:00","ANTARAJatim_","1.56e+32","in","Jawa Timur","0","0","0","0","https://x.com/ANTARAJatim_/status/1802480122416828474","","0","ANTARAJatim_",""
"Innalillahi wa inna ilaihi roji'un Telah berpulang ke rahmatullah KH. Chumaidi Thoha Al Hafidz Pengasuh PP Nurul Huda Mangkang wetan tugu Semarang.. Allâhummagfirlahu warhamhu wajanata maswahu @Ubaidullah_Sdq @nahdlatululama @pwnujawatengah @nu_online https://t.co/KUmmHKuPP5","1.80E+48","2024-06-17 00:09:57+00:00","musashi_masabi","9.16e+31","in","Kota Semarang, Indonesia","3","12","8","12","https://x.com/musashi_masabi/status/1802493850008822020","Ubaidullah_Sdq,nahdlatululama,pwnujawatengah,nu_online","4","musashi_masabi","Ubaidullah_Sdq"
"Nahdlatul Ulama ","1.80E+47","2024-06-17 00:17:26+00:00","ekaannass","9.55e+31","in","","0","0","0","0","https://x.com/ekaannass/status/1802495734077706675","","0","ekaannass",""
"Orang NU yang menolak ormas mengelola tambang https://t.co/YyddMPq8vZ","1.80E+31","2024-06-17 01:08:22+00:00","iniinainuin","1.28E+31","in","Cabang purnama ","0","0","0","1","https://x.com/iniinainuin/status/1802508552856387859","","0","iniinainuin",""
"Terlahir &amp; besar sebagai warga NU namun setelah menikah menjadi bagian warga NU yg masih menjaga amaliah NU namun rutin berkegiatan di lingkungan masjid Muhammadyah. Dua ormas islam yang akan selalu menjaga Indonesia. Selamat hari raya Idul Adha semuanya. https://t.co/8miJs25j5f","1.80E+31","2024-06-17 01:10:16+00:00","tomhutomo13","558432173.0","in","Subang, Indonesia","0","0","0","0","https://x.com/tomhutomo13/status/1802509030348493114","","0","tomhutomo13",""
"Sopo sing ngomong Nahdlatul Ulama melarat tak jewere kupinge. Sing ngomong berarti nemen kufure. Kufur nikmat. Sing ngomong nemen su'ul adab nyang poro pendiri. Nemen keblinger'e. Ojok ngisin2i NU. --","1.80E+48","2024-06-17 02:36:05+00:00","ImamJumhuri","1659149724.0","in","Sidoarjo-Indonesia","0","0","0","0","https://x.com/ImamJumhuri/status/1802530627427971149","","0","ImamJumhuri",""
"Banyak peristiwa dalam sejarah Indonesia orang atau golongan yang berusaha menghancurkan Nahdlatul Ulama pada akhirnya mereka sendiri yang hancur. Mereka tidak sadar atau sadar tapi acuh bahwa selama proses berdirinya NU NU di didirikan di perjuangkan di riyadohi alim Ulama","1.80E+48","2024-06-17 03:41:04+00:00","ikhwansalaff","9.82E+46","in","","0","1","0","0","https://x.com/ikhwansalaff/status/1802546979987431868","","0","ikhwansalaff",""
"Langgar Gipo di Jalan Kalimas Udik Pabean Cantian ini penuh nilai sejarah. Didirikan pada 1717 atau 307 tahun lalu oleh KH Hasan Gipo ketua umum Nahdlatul Ulama (NU) periode pertama kali mendampingi sang pendiri NU KH Hasyim Asyari. Nama Gipo merupakan sebutan kala itu yang https://t.co/eAEUtVRHDO","1.80E+48","2024-06-17 04:15:02+00:00","PDI_Perjuangan","153407983.0","in","Indonesia","0","2","1","21","https://x.com/PDI_Perjuangan/status/1802555527437930630","","0","PDI_Perjuangan",""
"Mau @muhammadiyah atau @nahdlatululama semua berkurban semua bergembira :) https://t.co/BMxcXPdlsP","1.80E+48","2024-06-17 05:05:51+00:00","arifnur","56357165.0","in","","0","0","1","9","https://x.com/arifnur/status/1802568317766635794","muhammadiyah,nahdlatululama","2","arifnur","muhammadiyah"
"Tuh @nahdlatululama","1.80E+48","2024-06-17 06:19:00+00:00","angulon4wide","292825835.0","und","Good Pic loves Great Shoot","0","0","0","0","https://x.com/angulon4wide/status/1802586727003062429","nahdlatululama","1","angulon4wide","nahdlatululama"
"@thedufresne NAHDLATUL ULAMA HARUSNYA TEGUR KERAS PBNU..... MEMANG KLO KITA CERMATI PBNU INI KOK TDK MENCERMINKAN NU YG SEBENARNYA......","1.80E+48","2024-06-17 06:22:52+00:00","PraseYulia46029","1.68E+47","in","","0","0","0","8","https://x.com/PraseYulia46029/status/1802587700559757705","thedufresne","1","PraseYulia46029","thedufresne"
"Terlepas dari bbrp kebobrokan yg ada di bbrp ormas lain Jujur aja NU bener perlu perbaikan total krn udah kelewatan kek user ini.","1.80E+31","2024-06-17 07:17:26+00:00","Ardaffaf","1180815511.0","in","Jakarta Capital Region, Indone","0","2","5","15","https://x.com/Ardaffaf/status/1802601431654129679","","0","Ardaffaf",""
"3 hari belakangan editan logo2 nu udah dilikes n retweet puluhan ribu akun. Mereka masih mikir yang ga suka sama ormas mreka tuh salafi- wahabi doang gak ya?? ","1.80E+31","2024-06-17 09:35:34+00:00","barubikinlol","1.71E+31","in","pyongyang","3","3","9","55","https://x.com/barubikinlol/status/1802636191491322291","","0","barubikinlol",""
"Jujur aja meskipun saya gak setuju persoalan tambang dipegang ormas agama sy benci melihat bagaimana Muhammadiyah ditinggikan untuk mengkritisi NU padahal gak ada hubungannya.","1.80E+31","2024-06-17 10:21:31+00:00","fadil_alfitra","1079052462.0","in","Sorong Selatan, Papua Barat","0","1","2","4","https://x.com/fadil_alfitra/status/1802647756466725321","","0","fadil_alfitra",""
"تقبل الله منا ومنكم عيد أضحى مبارك أعاده الله عليكم باليمن والبركات Seluruh Pengurus Aktivis Gerakan Nusantara *__Bocah Angon Al Bantani*__ _Mengucapkan :_ Mohon Maaf Lahir &amp; Batin #banyuwangi #kapolri #habibluthfibinyahya #polisiindonesia #nahdlatululama #tnipolri https://t.co/MCOgivKzgo","1.80E+48","2024-06-17 10:48:06+00:00","sanggarlukisan","3157372472.0","und","DKI Jakarta, Indonesia","0","0","0","0","https://x.com/sanggarlukisan/status/1802654447862247915","","0","sanggarlukisan",""
"Silakan kritik keputusan PBNU tapi jangan melampaui batas yg seharusnya. Menghina logo Nahdlatul Ulama bukanlah sekadar mengubah gambar. Hal itu sdh menyerang terhadap nilai prinsip dan sejarah yg diwakili oleh jutaan Nahdliyin. Mengapa merendahkan apa yg kami junjung tinggi?","1.80E+47","2024-06-17 13:29:59+00:00","addtaufiq","1.3e+32","in","Laisa kamitslihi syaiun","177","943","141","1098","https://x.com/addtaufiq/status/1802695185962504512","","0","addtaufiq",""
"@DosenGarisLucu Walaupun gua Nahdlatul Ulama tapi gua menerima fakta ini setidaknya di lingkungan tempat tinggal gua baru aja kejadian kemarin pas malam takbiran.. bukannya takbiran malah setel lagu dj ga jelas","1.80E+48","2024-06-17 13:51:28+00:00","pemulakripto","1.68E+48","in","","0","0","0","0","https://x.com/pemulakripto/status/1802700593183777075","DosenGarisLucu","1","pemulakripto","DosenGarisLucu"
"@FX200110 Wtf. I love nahdlatul ulama","1.80E+48","2024-06-17 14:14:31+00:00","Uly767","1.52e+32","und","","0","1","0","19","https://x.com/Uly767/status/1802706392299491523","FX200110","1","Uly767","FX200110"
"@HirooAPG @5teV3n_Pe9eL Nahdlatul Ulama more like Nahdlatul Uranus","1.80E+48","2024-06-17 14:21:23+00:00","__miekuah__","8.24e+31","ro","Denpasar Selatan, Indonesia","0","0","0","1","https://x.com/__miekuah__/status/1802708122232115703","HirooAPG,5teV3n_Pe9eL","2","__miekuah__","HirooAPG"
"Bangga nya sy sbg bagian dari umat islam itu ya gini..Saking egaliter nya.. Ormas keagamaan milik sendiri pun gak lepas dari sasaran kritik..Sy rasa sulit menemukan ini di tempat lain.. Meskipun sy tumbuh dlm tradisi NU agak sedih tapi ndak setuju yg membuat ini diperkarakan..","1.80E+31","2024-06-17 15:12:12+00:00","Majlis_Filosufi","1.59E+31","in","","0","4","10","25","https://x.com/Majlis_Filosufi/status/1802720908706300198","","0","Majlis_Filosufi",""
"@mantriss Oke Gussss.... Oke guussssss.... ‍‍‍ Setau aku dari kecil aku diajari utk selalu ikhlas di pesantren lingkungan NU NAHDLATUL ULAMA luar biasa menjadi tuntunan umat di Indonesia. Saat ini PBNU menjadi tontonan umat ketika sdh berpolitik praktis d","1.80E+47","2024-06-17 15:47:25+00:00","BangBang81440","1.69e+31","in","","5","17","71","478","https://x.com/BangBang81440/status/1802729773430604252","mantriss","1","BangBang81440","mantriss"
"@cak_kresna @fadhilzaahidy @Stakof PBNU : Pengurus Besar Nahdlatul Ulama NU : Nahdlatul Ulama Bedanyaaa dmaaaannaaaaaa???","1.80E+48","2024-06-17 16:34:13+00:00","adriaInsight","107070942.0","in","Anywhere but there","0","2","0","2","https://x.com/adriaInsight/status/1802741550440685845","cak_kresna,fadhilzaahidy,Stakof","3","adriaInsight","cak_kresna"
"tersebut dihadiri oleh Duta Besar RI untuk Tunisia Zuhairi Misrawi para Home Staff dan Local Staff KBRI Tunis dan ratusan WNI yang berada di seantero Tunisia. Bertindak sebagai Khatib Muhammad Yusril Muna aktivis Pengurus Cabang Istimewa Nahdlatul Ulama (PCINU Tunisia) -- https://t.co/mGpUzL9lR6","1.80E+46","2024-06-17 17:10:26+00:00","indonesiatunis","2228316782.0","in","Tunisie","0","1","0","0","https://x.com/indonesiatunis/status/1802750663023001634","","0","indonesiatunis",""
"lulusan Universitas al-Azhar Kairo Mesir ini. Sementara itu Muhammad Yusril Muna Sekretaris Tanfidziyah Pengurus Cabang Istimewa Nahdlatul Ulama Tunisia menegaskan dalam khutbahnya bahwa Idul Adha sejatinya mampu mengukuhkan spirit persaudaraan dan pengorbanan. -- https://t.co/VNQBlXAMcG","1.80E+48","2024-06-17 17:11:07+00:00","indonesiatunis","2228316782.0","in","Tunisie","0","1","0","0","https://x.com/indonesiatunis/status/1802750835430219817","","0","indonesiatunis",""
"@PakdeAraya @ilmi_roudhotul @DivHumas_Polri @PoldaJogja @nahdlatululama Oo..anak N U ya.. Mayoritas dengki mu mnutupi karunia pikiran yg Allah kasih..","1.80E+48","2024-06-18 00:01:56+00:00","zoewell13","195396928.0","in","addunya                      ","0","0","0","4","https://x.com/zoewell13/status/1802854221810958815","PakdeAraya,ilmi_roudhotul,DivHumas_Polri,PoldaJogja,nahdlatululama","5","zoewell13","PakdeAraya"
"@kebo_ijo_reborn @PakdeAraya @ilmi_roudhotul @DivHumas_Polri @PoldaJogja @nahdlatululama Nambang sampe akhirat.? ","1.80E+48","2024-06-18 00:38:48+00:00","KoinGhaib","1.37E+47","in","","0","0","0","0","https://x.com/KoinGhaib/status/1802863498306957759","kebo_ijo_reborn,PakdeAraya,ilmi_roudhotul,DivHumas_Polri,PoldaJogja,nahdlatululama","6","KoinGhaib","kebo_ijo_reborn"
"Sebagai awam diluar NU yg kebetulan mengkaji Hikam sy mengenal istilah NU pertama kali dari syarah salah satu butir Hikam berikut. Dimana kata yunhidhuka (membangkitkan) diambil kata dasarnya menjadi nahdah 'bangkit' dan kemudian jadi Nahdlatul Ulama (Kebangkitan Ulama) https://t.co/Ti0Epo4nNH","1.80E+48","2024-06-18 00:40:18+00:00","thedimasprabu","79668752.0","in","Depok, Indonesia","0","1","0","0","https://x.com/thedimasprabu/status/1802863877589553628","","0","thedimasprabu",""
"Tips #sehat mengolah #daging #kurban. #iduladha #iduladha1445 #qurban #muhammadiyah #nahdlatululama #Masjid #islam #sarapan #libur #cutibersama #hariraya https://t.co/tHyJBL3cy8","1.80E+48","2024-06-18 01:27:34+00:00","batu_mui","1.58e+32","in","Batu, Indonesia","0","0","1","1","https://x.com/batu_mui/status/1802875772383945193","","0","batu_mui",""
"2018 di garut kaimat Tauhid di bakar geng kalian. Kalian diam Lambang NU di edit kalian ngamuk. NU ini ormas apa agama baru sih? https://t.co/DF1QmE0gAT","1.80E+31","2024-06-18 03:00:32+00:00","BoedoetHijrah","1269820334.0","in","Jalan Budi Utomo no.7 jakpus","0","1","22","73","https://x.com/BoedoetHijrah/status/1802899168429834521","","0","BoedoetHijrah",""
"Apapun itu Lambang @nahdlatululama sakral dikarenakan melalui istikharah dan puasanya para Ulama Bukan NU nya yang di Kritik namun seharusnya di tujukan pada yang bersangkutan. Kuwalat ntar gimana? https://t.co/r9SFHZdOt1","1.80E+48","2024-06-18 03:33:56+00:00","Simbok_Dharmi","1.51e+32","in","Jawa Timur, Indonesia","0","0","1","5","https://x.com/Simbok_Dharmi/status/1802907574553170257","nahdlatululama","1","Simbok_Dharmi","nahdlatululama"
"Nyawang wajah lan suarane para ulama senadyan mung lewat layar hp kadang kudu garai mbrebes Mili ngademke ati bahagia lan bersyukur ning Gusti Allah ditakdir dadi bagian Nahdlatul Ulama ","1.80E+48","2024-06-18 03:34:08+00:00","hadimaghrib","1.09e+32","in","  𝑳𝒂𝒖𝒈𝒉𝒕𝒂𝒍𝒆","0","0","0","1","https://x.com/hadimaghrib/status/1802907624868040871","","0","hadimaghrib",""
" Menghina logo Nahdlatul Ulama bukanlah sekadar mengubah gambar. Hal itu sdh menyerang terhadap nilai prinsip dan sejarah yg diwakili oleh jutaan Nahdliyin https://t.co/K4AJAS0VfL","1.80E+48","2024-06-18 04:16:07+00:00","AmariArima27","1.68E+48","in","Surabaya, Indonesia","0","1","1","6","https://x.com/AmariArima27/status/1802918188184990018","","0","AmariArima27",""
"Jaringan Advokasi Tambang mencatat sederet kerusakan lingkungan dan konflik di konsesi KPC untuk Pengurus Besar Nahdlatul Ulama (PBNU). https://t.co/U6Zk2slBIl","1.80E+47","2024-06-18 04:17:04+00:00","betahita_id","8.52E+46","in","Jakarta Capital Region","0","0","1","1","https://x.com/betahita_id/status/1802918429869109702","","0","betahita_id",""
"Ketua Lembaga Ta'lif Wan Nasyr Nahdlatul Ulama Pusat KH Ishaq Zubaedi Raqib memberikan arahan tata cara lempar Jumrah kepada tim Media Center Haji Minggu (16/6) lalu. (Yuniar K MCH 2024) @Kemenag_RI #kemenag #ibadahhaji2024 #ppiharabsaudi #mch2024 #LiputanHajiElshinta2024 https://t.co/ZaPxM9RiOt","1.80E+48","2024-06-18 04:26:01+00:00","RadioElshinta","121640063.0","in","","0","0","0","4","https://x.com/RadioElshinta/status/1802920678695592409","Kemenag_RI","1","RadioElshinta","Kemenag_RI"
"Ormas Keagamaan Bisa Kelola Tambang Baru NU yang Minat https://t.co/081wLxMC6b","1.80E+31","2024-06-18 05:14:08+00:00","CNNIndonesia","17128975.0","in","","0","4","2","1","https://x.com/CNNIndonesia/status/1802932788066419019","","0","CNNIndonesia",""
"@siregar_elang @nahdlatululama Dulu NU dipimpin oleh ULAMA pejuang yg cinta tanah air dan ummat.. sekarang NU dipimpin oleh elite yang rakus dan bangsat penjilat pantat penguasa demi harta tahta dan tambang ..bukan NU yang salah tapi para ELITE BAJINGAN Y","1.80E+48","2024-06-18 05:23:33+00:00","gogo74070675957","1.65e+32","in","","0","2","2","27","https://x.com/gogo74070675957/status/1802935159165190394","siregar_elang,nahdlatululama","2","gogo74070675957","siregar_elang"
"Kamu kritik setajam silet pengurusnya aku ga peduli tapi dgn memplesetkan lambang ormas NU berrti kamu telah melecehkan Masyayikh NU dan pencipta lambang NU. https://t.co/CjlmJlZxzT","1.80E+31","2024-06-18 05:28:59+00:00","Cak_Hariy","1451907607.0","in","Pasuruan|Indonesia","0","9","8","10","https://x.com/Cak_Hariy/status/1802936527061713293","","0","Cak_Hariy",""
"@siregar_elang @nahdlatululama Karena berjuang mengusir penjajah itu merupakan JIHAD Fisabilillah... Tidak mengejar materi dunia seperti mengelola tambang... Sampe sini paham kadar dungu lu yg OPSEEEETTTTTT?????","1.80E+48","2024-06-18 06:03:24+00:00","KsatriaKhaibar","1.5e+32","in","","0","4","4","48","https://x.com/KsatriaKhaibar/status/1802945185703420010","siregar_elang,nahdlatululama","2","KsatriaKhaibar","siregar_elang"
"lalu @nu_online praktek toa berlebihannya gimana ? ganggu orang lain malah ingin persekusi ormas yang ingin islamisasi pemerintahan negara dengan syariah. dapat nama buruk lalu hati jadi rapuh ? drama sekali corong2 toa ini. introspeksi dan bergerak tutup toa NU dulu deh","1.80E+31","2024-06-18 07:52:27+00:00","arc_stray","86470656.0","in","","0","0","1","7","https://x.com/arc_stray/status/1802972630477160577","nu_online","1","arc_stray","nu_online"
"Pemerintah Indonesia Muhammadiyah dan Nahdlatul Ulama sepakat bahwa Idul Adha jatuh pada Senin 17 Juni 2024 berbeda Kerajaan Arab Saudi menetapkan Idul Adha pada Minggu 16 Juni 2024. Simak berita selengkapnya di website https://t.co/dR916mM1cX #centreaindonesia #iduladha https://t.co/7W3tZnJNj6","1.80E+48","2024-06-18 09:28:49+00:00","halocentrea","1.77e+32","in","","0","0","0","0","https://x.com/halocentrea/status/1802996883029410064","","0","halocentrea",""
"Latar belakang berdirinya Nahdlatul Ulama. {sebuah utas} https://t.co/RaZH2Z4r6Z","1.80E+48","2024-06-18 11:43:03+00:00","neohistoria_id","1.5e+32","in","Pondok Cina, Depok","9","15","178","886","https://x.com/neohistoria_id/status/1803030662284488795","","0","neohistoria_id",""
"Nahdlatul Ulama alias NU adalah Ormas Islam (Jam iyah Diniyah Islamiyah) yang sudah berdiri jauh sebelum Indonesia merdeka. Hingga sekarang NU memiliki peranan besar dalam perjalanan Sejarah bangsa Indonesia.","1.80E+48","2024-06-18 11:43:03+00:00","neohistoria_id","1.5e+32","in","Pondok Cina, Depok","0","1","0","22","https://x.com/neohistoria_id/status/1803030665094639964","","0","neohistoria_id",""
"Penulis: Pramadam M Anwar Editor: @HansWibowo15 Referensi: M. Ali Haidar. Nahdlatul Ulama dan Islam di Indonesia: Pendekatan Fiqih dalam Politik. Gramedia 1998 Greg Fealy. Ijtihad Politik Ulama : Sejarah NU 1952-1967. Lkis Pelangi Aksara 2012 Abdul Muchith Muzadi. NU","1.80E+48","2024-06-18 11:43:15+00:00","neohistoria_id","1.5e+32","in","Pondok Cina, Depok","0","0","1","14","https://x.com/neohistoria_id/status/1803030714528698452","HansWibowo15","1","neohistoria_id","HansWibowo15"
"Setelah misi Komite Hejaz selesai Mbah Yai Hasyim Asyari mendirikan organisasi resmi bernama Nahdlatul Ulama (Kebangkitan Ulama). Kini kelompok Islam Tradisionalis memiliki ormas yang memayungi mereka sebagaimana kelompok Islam modernis dengan Muhammadiyah.","1.80E+48","2024-06-18 11:43:15+00:00","neohistoria_id","1.5e+32","in","Pondok Cina, Depok","1","2","0","17","https://x.com/neohistoria_id/status/1803030711685030063","","0","neohistoria_id",""
"@addtaufiq Mengapa kalian diam saja ketika pengurus tidak sejalan dengan Nilai Prinsip dan Sejarah Nahdlatul Ulama ???? Adanya penghinaan terhadap logo itu krn ugal2annya pengurus. Salahkan dulu orang2 yg membuat NU jadi bahan olok2an.","1.80E+48","2024-06-18 11:51:59+00:00","hafiz_musa22","1.65e+32","in","","0","0","0","0","https://x.com/hafiz_musa22/status/1803032909491970310","addtaufiq","1","hafiz_musa22","addtaufiq"
"NU itu turut berjuang merebut kemerdekaan. Kenapa ketika merdeka nggak boleh memanfaatkan kekayaan negara...? Kalaupun Ormas lain nggak mau itu hak mereka... Daripada kekayaan negara hanya dikelola oligarki https://t.co/nPr4teJUaX","1.80E+31","2024-06-18 12:45:42+00:00","MukarromahNur78","1.51E+29","in","","2","7","3","11","https://x.com/MukarromahNur78/status/1803046428576825576","","0","MukarromahNur78",""
"@mantriss Pengurus besar Nahdlatul ulama itu dipilih pada muktamar yg dihadiri seluruh cabang seluruh Indonesia. Jadi kalo pengurus PBNU nya offside ya itu mewakili keseluruhan NU. Jng cuci tangan deh. Logo itu bagian dr ad/art organisasi begitupun pengur","1.80E+48","2024-06-18 12:55:59+00:00","Sulistyo961","1.32e+32","in","Maja, Indonesia","0","1","0","0","https://x.com/Sulistyo961/status/1803049015967146431","mantriss","1","Sulistyo961","mantriss"
"Saya masih ingat setelah Lazis MD memilih mundur. Akhirnya pengumpulan dana ini sepenuhnya ditangani o/ warga NU bersama Lazis NU. Akhirnya berhasil dibeli juga. Bisa kok ternyata Apakah masjid ini jd masjud NU? Tidak. Semua golongan &amp; ormas ditampung di sini. https://t.co/peKxyUCePv","1.80E+31","2024-06-18 14:13:04+00:00","rahmani_ima","1.27E+31","in","","1","19","32","158","https://x.com/rahmani_ima/status/1803068414824525932","","0","rahmani_ima",""
"Salah satu sumbangsih terbesar Nahdlatul Ulama dalam sejarah Indonesia adalah ikut andil dalam genosida 1965-1966 bagi mereka yg tertuduh komunis/PKI. Secara riil pesantren tidak memiliki cakupan yg lebih luas kebermanfaatannya di masyarakat. I dare to argue about this. https://t.co/O6Zoo5cWtf","1.80E+48","2024-06-18 14:48:24+00:00","ariamericano","8.69e+31","in","","1","2","2","7","https://x.com/ariamericano/status/1803077307042820149","","0","ariamericano",""
"Syukurlah pada sadar tidak terbius iming-iming. Kader NU Ramai-ramai Tolak Konsesi Tambang Pakar Hukum: Pemerintahan Jokowi Sedang &amp;#8216;Menyogok&amp;#8217; Ormas-ormas https://t.co/I2qv8pi3dG https://t.co/oTF9qU5BGz","1.80E+31","2024-06-18 22:14:39+00:00","yangmi3prnew","1.53E+31","in","","0","0","0","4","https://x.com/yangmi3prnew/status/1803189610824212909","","0","yangmi3prnew",""
"Nahdlatul ulama tetap Nahdlatul ulama Nahdliyyin tetaplah Nahdliyyin. kegaduhan tercipta dari keinginan bbrp orang yg coba memasukkan unsur bisnis dari pemerintahan kenapa jadi bising? Krn sejatinya bisa mengelola usaha sendiri yg tidak rentan dgn politis jauh lebih baik","1.80E+47","2024-06-18 23:50:55+00:00","LampuTeplokDalu","1.34e+32","in","","0","1","0","0","https://x.com/LampuTeplokDalu/status/1803213835144405191","","0","LampuTeplokDalu",""
